frame_id,track_id,x1,y1,x2,y2
1,1,198.27915954589844,814.6572875976562,312.278564453125,880.9929809570312
1,2,344.0216064453125,816.1988525390625,452.55975341796875,882.149169921875
1,3,1654.8597412109375,825.6328125,1748.62548828125,888.7750854492188
1,4,666.6817626953125,683.3681030273438,763.9884033203125,737.1142578125
1,5,1472.9432373046875,640.0997314453125,1545.188232421875,690.8807983398438
1,6,1583.8330078125,678.5244140625,1680.8408203125,735.3911743164062
1,7,413.4364929199219,790.7572631835938,494.1770324707031,858.0545654296875
1,8,954.9016723632812,605.40234375,1020.3228759765625,653.2742919921875
1,9,1169.0870361328125,605.0372924804688,1230.601318359375,653.20849609375
1,10,761.7085571289062,692.0806274414062,843.224365234375,742.9242553710938
1,11,1029.5291748046875,608.5552368164062,1103.1895751953125,655.3558349609375
1,12,1667.9586181640625,673.7462158203125,1738.6131591796875,726.8260498046875
1,13,1430.5980224609375,597.5806274414062,1490.1519775390625,645.1552734375
1,14,1359.7325439453125,1024.9112548828125,1446.2384033203125,1038.568359375
1,15,818.9031372070312,526.1641235351562,866.1611938476562,565.752685546875
1,16,865.8396606445312,529.3526000976562,917.5442504882812,567.79736328125
1,17,1236.038818359375,590.9698486328125,1269.5030517578125,635.759033203125
1,18,921.2323608398438,537.8427124023438,972.8366088867188,577.22705078125
1,19,792.3638916015625,493.97772216796875,828.6178588867188,526.2413330078125
1,20,1006.9600219726562,568.6849975585938,1063.2779541015625,592.5887451171875
1,21,1004.7894287109375,514.1790771484375,1060.8709716796875,537.873046875
1,22,1007.2573852539062,573.4160766601562,1065.452880859375,617.0552368164062
1,23,1083.195556640625,592.9728393554688,1134.26513671875,626.3138427734375
2,1,199.55190499104074,814.2702238224755,313.71284231332385,880.7026831256456
2,2,346.67074034927015,813.0623012574251,456.48847918762937,879.7967034962552
2,3,1657.5567262680727,829.9052910922973,1748.5350928015298,891.0914831240315
2,4,665.2894016251527,684.2460407856082,763.651371069837,738.6039342959065
2,5,1471.5756068905043,640.5596742235924,1543.9137871161463,691.4518604120932
2,6,1580.4394165102628,677.9951408953706,1676.2757702472268,734.2283410947184
2,7,412.3248334694369,789.5910402408316,492.93357727597896,856.8209188161802
2,8,954.8286935718577,606.9514462809917,1020.4724412785104,655.0143841199638
2,9,1169.7011148897825,602.51830600707,1232.3222277787354,651.5782521145403
2,10,763.0399240345052,691.8812165063275,845.5661318636093,743.2862669889593
2,11,1030.9436373839987,608.8995583274149,1105.2141965035269,656.1652367962295
2,12,1656.3763866224476,672.7451888155346,1732.8957373606358,730.1976040926846
2,13,1433.9432133211853,599.3218318214101,1490.6513659498632,644.6460208104661
2,14,1363.5100289116667,1027.448249249419,1446.6975400530152,1040.5709430284737
2,15,818.6260090350148,525.2645233406508,866.9483691125831,565.7612657783445
2,16,866.0209367911222,528.6553768441696,918.1707872452284,567.4106172924198
2,17,1235.892610704592,589.3934164756586,1269.787072760026,634.7737895870997
2,18,921.7974782281144,537.259521484375,974.2096704515086,577.2438934578383
2,19,790.5213430351404,491.1997927831224,828.280710873531,524.7766557173295
2,21,1008.1015787599083,514.0658392787965,1063.322830460133,537.3406488087552
2,22,1007.4654770630827,573.2920870189824,1065.5730623504955,616.9490961752647
2,23,1079.823611678642,592.3437283098206,1136.9824417982431,629.7779258538869
3,1,202.70580630191057,814.2671560389836,316.9588210197537,880.7003585124949
3,2,348.8217712879788,812.7436160627494,458.5784326591524,879.5240433282464
3,3,1658.9949656294443,834.8425278780101,1749.61604222973,895.6228602928293
3,4,664.1672000676128,685.0873824508803,762.8539329369855,739.6926854489882
3,5,1469.056692970986,640.0641442403205,1541.3175424021183,690.996903375817
3,6,1579.1515965094416,677.7352846605789,1674.172239125045,733.5617277723811
3,7,413.258680524206,787.6558174998901,493.95892297294466,855.0341347408148
3,8,956.9204226372651,608.4019852894563,1022.3223618789373,656.3369150398079
3,9,1170.9367733569397,601.3497987764691,1233.9714753926373,650.8116605304878
3,10,762.225696672444,692.8449664280786,844.5505112953481,744.0016643305429
3,11,1032.6417901860636,609.8686905421681,1106.2758375340482,656.8904907953324
3,12,1659.2782826858663,674.3439823448905,1725.4553210706713,723.7951466200362
3,13,1435.9390677725544,600.1393446790892,1492.3174731888148,645.3486438271137
3,14,1370.170434291837,1029.1098169002942,1450.7502531742646,1041.8341072830988
3,15,818.8309745857588,528.1988523898748,866.0863397940345,567.8296514881489
3,16,866.3222078636799,531.1474905064026,918.3749382571358,569.8028631470406
3,17,1236.3999060322521,591.1578349311485,1270.1524876486008,636.4144545968938
3,18,921.2230459128796,537.2204199736842,974.4437703171848,577.8079104789738
3,19,788.5984453021799,488.9205273877236,827.1674837695284,523.1315247664351
3,21,1009.4286556793214,516.5002453127025,1063.6422086849152,539.258570534489
3,23,1080.4988986001417,592.4878937650856,1135.927745381255,628.9216223617174
3,20,1009.938383743653,569.1413241365071,1066.338611264836,593.0976118934731
4,1,205.84213531968751,814.6703555973983,320.0689340602054,881.0027623531587
4,2,351.9871388443484,811.8687518374694,461.8783942037516,878.8722255794735
4,3,1662.4424311403316,838.7227659478585,1751.7271580173353,898.3031624804403
4,4,664.8630765789994,686.5031129478019,763.1004971357114,740.9609386137432
4,5,1466.1695995135187,639.3884284681703,1538.1982082432492,690.4483721560639
4,6,1576.3156615347114,677.7103001413075,1671.1878519892175,733.797181408906
4,7,414.7237173067252,785.1042155026432,496.0066017937536,853.0041429713625
4,8,958.6562039792482,608.738393896351,1024.7344291642482,657.2639350378649
